"ï»¿""Name""",size,Category,Quantity_Available,Retail,Case Retail,Case Pack
WILD DOCKTA,6/12 OZ CAN,CRAFT,52.00,3.4700,11.9700,4
ARNOLD PALMER SPIKED HALF & HALF,6/12 OZ CAN,CRAFT,12.00,9.2500,31.9900,4
WICKED WEED CALIMOST GOSE,6/12 OZ CAN,CRAFT,1.00,12.1500,41.9900,4
BRONX PALE ALE,6/12 OZ CAN,CRAFT,50.00,11.4500,39.4900,4
HOOKER HOP MEADOW,6/12 OZ CAN,CRAFT,4.00,11.1500,38.4900,4
HERETIC LAGER,6/12 OZ CAN,CRAFT,4.00,11.4500,39.4900,4
GREY SAIL POUR JUDGEMENT,6/12 OZ CAN,CRAFT,5.00,12.1500,41.9900,4
MELVIN BREWING KILLER BEES,6/12 OZ CAN,CRAFT,0.00,11.4500,39.4900,4
PEAK SWEET TARTS BLUEBERRY SOUR,6/12 OZ CAN,CRAFT,0.00,10.5500,36.2900,4
PLATFORM YAMMY YAMMY,6/12 OZ CAN,CRAFT,0.00,11.8500,40.9900,4
TERRAPIN LUAU KRUNKLES,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
PEAK EVERGREEN/CRUSH VARIETY,6/12 OZ CAN,CRAFT,0.00,10.5500,36.2900,4
OTTER CREEK OKTOBERFEST,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
ALESMITH ORANGE X,6/12 OZ CAN,CRAFT,0.00,12.8500,44.4900,4
WILD SIT RUSS CITRUS SODA,6/12 OZ CAN,CRAFT,32.00,3.4700,11.9700,4
BLAKES TONIC CUKE/GINGER,6/12 OZ CAN,CRAFT,0.00,11.2500,38.9900,4
4HANDS INCARNATION,6/12 OZ CAN,CRAFT,0.00,12.5500,42.9900,4
DC BRAU CORRUPTION IPA,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
BLAKES WAKEFIRE,6/12 OZ CAN,CRAFT,6.00,11.2500,38.9900,4
BUTTERNUT ANTHRAX WARDANCE,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
NORTH COUNTRY BUCKSNORT STOUT,6/12 OZ CAN,CRAFT,0.00,10.0500,34.4900,4
NORTH COUNTRY PALE-O IPA,6/12 OZ CAN,CRAFT,0.00,10.0500,34.4900,4
21ST AMENDMENT DOWN TO EARTH,6/12 OZ CAN,CRAFT,9.00,11.0536,38.4900,4
TERRAPIN RYE PALE,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
BALLAST POINT EVEN KEEL,6/12 OZ CAN,CRAFT,0.00,11.4500,38.9900,4
2SP ASAP IPA,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
EPIC HOP SYNDROME,6/12 OZ CAN,CRAFT,3.00,10.7500,36.9900,4
OSKAR BLUES PASSION FRUIT PINNER,6/12 OZ CAN,CRAFT,0.00,9.6500,32.9900,4
EVERYBODYS BREWING LITTLE SISTER IPA,6/12 OZ CAN,CRAFT,0.00,11.1500,37.9900,4
TERRAPIN CRANBERRY PUMPKINFEST,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
VICTORY CAGE RADLER,6/12 OZ CAN,CRAFT,0.00,10.6500,36.4900,4
MISPILLION RIVER REACH AROUND,6/12 OZ CAN,CRAFT,5.00,11.8500,40.4900,4
NEW PLANET SECLUSION IPA,6/12 OZ CAN,CRAFT,0.00,13.2500,45.9900,4
ANDERSON VALLEY KIMMIE YINK HOLY GOSE,6/12 OZ CAN,CRAFT,11.00,12.1500,41.9900,4
CIGAR CITY FLORIDA CRACKER,6/12 OZ CAN,CRAFT,4.00,11.1500,37.9900,4
DC BRAU CITIZEN,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
SIXPOINT GLOBAL WARMER,6/12 OZ CAN,CRAFT,0.00,13.9500,47.9900,4
DEFIANCE GUTCH MILD ENGLISH ALE,6/12 OZ CAN,CRAFT,0.00,10.4500,35.9900,4
ALMANAC SAISON,6/12 OZ CAN,CRAFT,0.00,12.8500,43.9900,4
BELLS ROUNDHOUSE IRA,6/12 OZ CAN,CRAFT,0.00,13.6500,46.9900,4
EPIC LOS LOCOS,6/12 OZ CAN,CRAFT,3.00,5.9700,19.9700,4
GREEN FLASH SEA TO SEA,6/12 OZ CAN,CRAFT,0.00,12.1500,41.4900,4
EVERYBODYS BREWING LOCALS LAGER,6/12 OZ CAN,CRAFT,0.00,11.4500,38.9900,4
DOC G'S EVILUTION,6/12 OZ CAN,CRAFT,6.00,16.0500,55.4900,4
MISPILLION RIVER SEVEN SWORDS BLONDE STOUT,6/12 OZ CAN,CRAFT,7.00,11.8500,40.4900,4
DOGFISH LUPU LUAU IPA delete,6/12 OZ CAN,CRAFT,0.00,14.1500,48.4900,4
HARPOON UFO PINEAPPLE,6/12 OZ CAN,CRAFT,0.00,10.9500,37.4900,4
BURIAL BONEDAGGER PALE,6/12 OZ CAN,CRAFT,2.00,14.8500,51.4900,4
LICKING HOLE CREEK 9 MILE IPA,6/12 OZ CAN,CRAFT,10.00,12.9500,44.4900,4
SPEAK EASY BABY DADDY,6/12 OZ CAN,CRAFT,8.00,11.0536,38.4900,4
OLIVER BALLS TO THE WALL,6/12 OZ CAN,CRAFT,3.00,12.5500,43.4900,4
2SP UP N OUT IPA,6/12 OZ CAN,CRAFT,7.00,10.7500,36.9900,4
RIVERTOWNE CLASS V DIPA,6/12 OZ CAN,CRAFT,4.00,11.2500,38.4900,4
TOMMY KNOCKER GREEN CHILE LAGER,6/12 OZ CAN,CRAFT,4.00,10.5500,36.4900,4
WICKED WEED PACIFICMOST GOSE,6/12 OZ CAN,CRAFT,0.00,14.2500,46.9900,4
OLD FORGE ENDLESS SUN,6/12 OZ CAN,CRAFT,0.00,11.5500,39.9900,4
CIGAR CITY GUAYBERA CITRA PALE ALE,6/12 OZ CAN,CRAFT,9.00,12.9500,44.4900,4
ANCHOR ORANGE,6/12 OZ CAN,CRAFT,2.00,10.8500,37.9900,4
FREE WILL TECHNO,6/12 OZ CAN,CRAFT,14.00,11.4500,39.4900,4
FIRESTONE WALKER WEST SIDE BEAVO *4/6 PACK*,6/12 OZ CAN,CRAFT,0.00,11.2500,38.7900,4
FOUNDERS GREEN ZEBRA,6/12 OZ CAN,CRAFT,0.00,11.2500,38.9900,4
GOLDEN ROAD RIDE ON IPA,6/12 OZ CAN,CRAFT,0.00,11.3500,39.2900,4
CORONADO GUAVA ISLANDER,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
CORONADO STINGRAY POINT,6/12 OZ CAN,CRAFT,0.00,13.0500,44.9900,4
NEBRASKA BRUNETTE BROWN,6/12 OZ CAN,CRAFT,0.00,12.9500,44.9900,4
PLATFORM PARANORMAL HOPTIVITY,6/12 OZ CAN,CRAFT,0.00,11.8500,40.9900,4
THIRSTY MINER DOUBLE IPA,6/12 OZ CAN,CRAFT,13.00,5.5500,18.9900,4
ST. BENJAMIN PILSNER PROISM,6/12 OZ CAN,CRAFT,0.00,12.3500,42.4900,4
NORTH COUNTRY FIREHOUSE RED,6/12 OZ CAN,CRAFT,0.00,10.0500,34.4900,4
OLD FORGE OVERBITE IPA,6/12 OZ CAN,CRAFT,0.00,12.5000,43.2900,4
PEAK HAPPY HOUR,6/12 OZ CAN,CRAFT,0.00,10.5500,36.2900,4
OTTER CREEK FREE FLOW,6/12 OZ CAN,CRAFT,9.00,11.8500,40.4900,4
TERRAPIN HI-5 IPA,6/12 OZ CAN,CRAFT,13.00,12.1500,41.9900,4
WICKED WEED LUNATIC BLONDE,6/12 OZ CAN,CRAFT,5.00,11.6500,40.4900,4
WICKED WEED NAPOLEAN COMPLEX,6/12 OZ CAN,CRAFT,1.00,11.6500,40.4900,4
MIA MEGA 305 GOLDEN,6/12 OZ CAN,CRAFT,0.00,9.6500,33.2900,4
WHITE BIRCH PEACH BERLINER WEISSE,6/12 OZ CAN,CRAFT,0.00,11.1500,37.9900,4
LOST COAST WATERMELON WHEAT,6/12 OZ CAN,CRAFT,0.00,11.4500,39.4900,4
ANDERSON VALLEY GIN & TONIC GOSE,6/12 OZ CAN,CRAFT,7.00,12.1500,41.9900,4
LEFT HAND GOOD JUJU,6/12 OZ CAN,CRAFT,0.00,13.2500,45.9900,4
DC BRAU ON THE WINGS OF ARMAGEDDON,6/12 OZ CAN,CRAFT,0.00,17.8500,59.9900,4
BREWDOG PUNK IPA,6/12 OZ CAN,CRAFT,12.00,11.4500,39.4900,4
MELVIN BREWING YOUR IPA,6/12 OZ CAN,CRAFT,8.00,11.4500,39.4900,4
ANDERSON VALLEY HOP HYZER,6/12 OZ CAN,CRAFT,6.00,12.1500,41.9900,4
LIQUID HERO RYE OATMEAL STOUT,6/12 OZ CAN,CRAFT,4.00,11.4500,39.9900,4
21ST AMENDMENT BABY HORSE,6/12 OZ CAN,CRAFT,9.00,15.0500,51.9900,4
EPIC NE STYLE IPA PULP ADDICTION,6/12 OZ CAN,CRAFT,6.00,16.8500,57.9900,4
TERRAPIN GOOD TO GOSE,6/12 OZ CAN,CRAFT,8.00,12.1500,41.9900,4
BRONX NO RES,6/12 OZ CAN,CRAFT,35.00,11.4500,39.4900,4
BRONX BANNER,6/12 OZ CAN,CRAFT,8.00,11.4500,39.4900,4
EINSTOK WEE HEAVY,6/12 OZ CAN,CRAFT,7.00,11.8500,40.9900,4
TOMMY KNOCKER ALPINE GLACIER PILS,6/12 OZ CAN,CRAFT,4.00,10.5500,36.4900,4
PEAK WINTER IPA,6/12 OZ CAN,CRAFT,0.00,10.5500,36.4900,4
CLOWN SHOES BAKED GOODS,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
ST BONIFACE LIBATION,6/12 OZ CAN,CRAFT,4.00,11.1500,38.2900,4
PEAK AUTUMN IPA,6/12 OZ CAN,CRAFT,0.00,10.5500,36.4900,4
21ST AMENDMENT TALES FROM THE KETTLE,6/12 OZ CAN,CRAFT,2.00,13.5500,46.9900,4
HOOKER CHOCOLATE TRUFFLE STOUT,6/12 OZ CAN,CRAFT,1.00,11.1500,38.4900,4
RIVERTOWNE JAH MON IPA,6/12 OZ CAN,CRAFT,7.00,9.6500,33.4900,4
GREY SAIL FLYING JENNY,6/12 OZ CAN,CRAFT,1.00,11.1500,38.4900,4
CIGAR CITY TOCOBAGA,6/12 OZ CAN,CRAFT,3.00,12.4500,42.9900,4
BREWERS ART BEAZLY,6/12 OZ CAN,CRAFT,0.00,11.7500,39.4900,4
BREWERS ART RESURRECTION,6/12 OZ CAN,CRAFT,0.00,11.7500,39.4900,4
CIGAR CITY JAI ALAI IPA,6/12 OZ CAN,CRAFT,62.00,12.8500,43.9900,4
OSKAR BLUES DEVIANT DALES DIPA,6/12 OZ CAN,CRAFT,0.00,13.9500,47.9900,4
HEAVY SEAS SMOOTH SAIL,6/12 OZ CAN,CRAFT,0.00,11.4500,38.9900,4
EVIL TWIN BIKINI,6/12 OZ CAN,CRAFT,0.00,12.1500,41.7900,4
UINTA BABA LAGER,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
TERRAPIN KRUNKLES DOWN UNDER,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
ASPEN THIS SEASON'S BLONDE,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
AVERY CHAI HIGH,6/12 OZ CAN,CRAFT,-1.00,13.5536,46.9900,4
EPIC ESCAPE TO COLORADO IPA,6/12 OZ CAN,CRAFT,1.00,10.7500,36.9900,4
TERRAPIN SOUND CZECH PILS,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4900,4
HIJINX BARISTAS CHOICE,6/12 OZ CAN,CRAFT,14.00,13.9500,47.9900,4
LONERIDER ADDIE'S REVENGE,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
ALMANAC PILS,6/12 OZ CAN,CRAFT,0.00,12.8500,43.9900,4
CIGAR CITY TAMPA STYLE LAGER,6/12 OZ CAN,CRAFT,0.00,11.1500,37.9900,4
LEFT HAND FADE TO BLACK,6/12 OZ CAN,CRAFT,11.00,13.2500,45.9900,4
TERRAPIN SMOKE ON THE PORTER,6/12 OZ CAN,CRAFT,0.00,15.7500,53.9900,4
TERRAPIN MOO HOO,6/12 OZ CAN,CRAFT,14.00,11.8500,41.9900,4
AVERY EL GOSE,6/12 OZ CAN,CRAFT,0.00,12.5500,43.4900,4
SIXPOINT TESLA,6/12 OZ CAN,CRAFT,51.00,9.9500,34.9700,4
SMUTTY NOSE BLUEBERRY SHORT WEISE,6/12 OZ CAN,CRAFT,0.00,13.6500,46.9900,4
GREEN FLASH JIBE SESSION IPA,6/12 OZ CAN,CRAFT,0.00,9.8500,33.9900,4
LIQUID HERO SCHWEET,6/12 OZ CAN,CRAFT,0.00,2.5000,7.9900,4
SIXPOINT JAMMER,6/12 OZ CAN,CRAFT,0.00,11.8500,42.9900,4
THIRSTY DOG BARKTOBRFST,6/12 OZ CAN,CRAFT,0.00,12.5500,42.6900,4
SIXPOINT RESIN,6/12 OZ CAN,CRAFT,5.00,14.9500,51.9900,4
SLY FOX ROYAL WEISS,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
PLATFORM PROJECT SERIES LORAL,6/12 OZ CAN,CRAFT,0.00,12.3500,42.9900,4
SPRINGHOUSE 7 GATES PALE ALE,6/12 OZ CAN,CRAFT,5.00,11.3500,38.9900,4
BREWERS ART GREEN PEPPERCORN TRIPEL GPT,6/12 OZ CAN,CRAFT,0.00,12.5500,43.4900,4
STONE EXALTED IPA,6/12 OZ CAN,CRAFT,11.00,12.4500,42.6900,4
NEW HOLLAND TANGERINE SPACE MACHINE,6/12 OZ CAN,CRAFT,10.00,16.8500,57.9900,4
RIVERTOWNE FLOAT TRIP,6/12 OZ CAN,CRAFT,3.00,10.2500,35.4900,4
LICKING HOLE CREEK SCARLET HONEY,6/12 OZ CAN,CRAFT,7.00,12.9500,44.4900,4
WYNDRIDGE UNFILTERED PALE ALE,6/12 OZ CAN,CRAFT,0.00,5.9700,19.9700,4
PLATFORM COCOA SAUVE,6/12 OZ CAN,CRAFT,0.00,11.8500,40.9900,4
ANDERSON VALLEY KIMMIE YINK GOSE,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
TERRAPIN SO FRESH & SO GREEN IPA,6/12 OZ CAN,CRAFT,1.00,16.7500,57.9900,4
NEBRASKA CARDINAL PALE,6/12 OZ CAN,CRAFT,0.00,12.9500,44.9900,4
ST. BENJAMIN INCA,6/12 OZ CAN,CRAFT,0.00,11.9464,41.4900,4
LOST COAST FOGCUTTER,6/12 OZ CAN,CRAFT,0.00,13.5536,46.9900,4
PLATFORM FOLIATE,6/12 OZ CAN,CRAFT,0.00,12.9500,44.4900,4
THIRSTY MINER CHOCOLATE STOUT,6/12 OZ CAN,CRAFT,15.00,5.5500,18.9900,4
4 HANDS PASSIONFRUIT PRUSSIA,6/12 OZ CAN,CRAFT,0.00,16.0536,55.4938,4
BLACK HOG GINGA NINJA IPA,6/12 OZ CAN,CRAFT,4.00,11.1500,38.4900,4
PLATFORM SEASONAL HYPER RETRO,6/12 OZ CAN,CRAFT,0.00,11.8500,40.9900,4
NESHAMINY CREEK KEEP IT ON THE DL SESSION IPA,6/12 OZ CAN,CRAFT,0.00,14.3500,49.4900,4
PLATFORM HIGH BROW BARISTA,6/12 OZ CAN,CRAFT,8.00,11.8500,40.9900,4
ANCHOR MANGO,6/12 OZ CAN,CRAFT,2.00,10.8500,37.9900,4
LONERIDER SHOTGUN BETTY HEFE,6/12 OZ CAN,CRAFT,0.00,9.6900,32.9900,4
LEFT HAND WELL PLAYED IPA,6/12 OZ CAN,CRAFT,15.00,13.2500,45.4900,4
WICKED WEED TROPICMOST,6/12 OZ CAN,CRAFT,0.00,14.3500,49.4900,4
OLD FORGE T-RAIL PALE ALE,6/12 OZ CAN,CRAFT,0.00,11.5000,39.7900,4
TWO ROADS ROAD JAM,6/12 OZ CAN,CRAFT,0.00,14.2500,49.9900,4
STERLING PIG THE SNUFFLER IPA,6/12 OZ CAN,CRAFT,16.00,11.4500,39.4900,4
BLACK HOG GRANOLA BROWN,6/12 OZ CAN,CRAFT,4.00,11.1500,38.4900,4
WYNDRIDGE MOSIAC,6/12 OZ CAN,CRAFT,0.00,11.7500,39.9900,4
MIATOURIST TRAPPE TRIPEL,6/12 OZ CAN,CRAFT,0.00,13.2500,45.4900,4
BLAKES FLANNEL MOUTH,6/12 OZ CAN,CRAFT,7.00,11.2500,38.9900,4
BLAKES ARCHIMEDES,6/12 OZ CAN,CRAFT,0.00,11.2500,38.9900,4
NESHAMINY CREEK AFTER THE PARTY,6/12 OZ CAN,CRAFT,0.00,12.5500,43.4900,4
WISEACRE ANANDA IPA,6/12 OZ CAN,CRAFT,0.00,9.9500,34.4900,4
ALESMITH SPEZIAL PILSNER,6/12 OZ CAN,CRAFT,0.00,14.3500,49.4900,4
CORONADO NORTH ISLAND,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
WYNDRIDGE BLACK CHERRY CIDER,6/12 OZ CAN,CRAFT,3.00,11.7500,40.2900,4
4HANDS DAKINE,6/12 OZ CAN,CRAFT,6.00,12.1500,41.9900,4
FIRESTONE WALKER MOCHA MERLIN STOUT,6/12 OZ CAN,CRAFT,4.00,11.2500,38.9900,4
RIVERTOWNE HAZY MORNING NE IPA,6/12 OZ CAN,CRAFT,7.00,11.2500,38.4900,4
BURIAL SURF WAX,6/12 OZ CAN,CRAFT,2.00,16.4500,56.9900,4
HENNIKER HOP SLINGER,6/12 OZ CAN,CRAFT,4.00,11.4500,39.4900,4
HENNIKER WORKING MANS PORTER,6/12 OZ CAN,CRAFT,4.00,11.4500,39.4900,4
NOLA BREWING SYNCOPATION,6/12 OZ CAN,CRAFT,12.00,15.0500,51.9900,4
TOMMY KNOCKER TK IPA,6/12 OZ CAN,CRAFT,4.00,10.5500,36.4900,4
ASPEN INDEPENDENCE PASS ALE,6/12 OZ CAN,CRAFT,0.00,10.7500,36.9900,4
FIRESTONE WALKER UNION JACK *4/6 PACK*,6/12 OZ CAN,CRAFT,7.00,11.2500,38.7900,4
2SP DELCO LAGER,6/12 OZ CAN,CRAFT,3.00,10.7500,36.9900,4
OSKAR BLUES PRICILLA WHEAT,6/12 OZ CAN,CRAFT,0.00,9.6500,32.9900,4
UINTA PILSNER,6/12 OZ CAN,CRAFT,0.00,10.3500,35.4900,4
SHAWNEECRAFT SESSION IPA,6/12 OZ CAN,CRAFT,0.00,12.5500,42.9900,4
ANDERSON VALLEY BRINEY MELON GOSE,6/12 OZ CAN,CRAFT,3.00,12.1500,41.9900,4
TERRAPIN MAGGIES PEACH,6/12 OZ CAN,CRAFT,0.00,12.1500,41.9900,4
OSKAR BLUES IPA BLUE,6/12 OZ CAN,CRAFT,5.00,11.4500,39.4900,4
4HANDS CHOC MILK STOUT,6/12 OZ CAN,CRAFT,6.00,12.5500,43.4900,4
CALDERA IPA,6/12 OZ CAN,CRAFT,0.00,11.8500,40.4500,4
BLUE MOON BELGIAN WHITE ALUMINUM,6/16 OZ BTL,CRAFT,7.00,13.1500,44.9900,4
OLD FORGE T-RAIL PALE,6/16 OZ CAN,CRAFT,0.00,5.9700,20.9700,4
PIZZA BOY MURREN RIVER,6/16 OZ CAN,CRAFT,0.00,20.7500,71.4900,4
JACKS ABBY POST SHIFT PILSNER,6/16 OZ CAN,CRAFT,6.00,11.8500,40.9900,4
COORS LIGHT,6/16 OZ CAN,CRAFT,0.00,7.7500,25.9900,4
PIZZA BOY GET A GRIP,6/16 OZ CAN,CRAFT,6.00,20.7500,71.9900,4
NARRAGANSETT FRESH CATCH,6/16 OZ CAN,CRAFT,11.00,9.9500,34.4900,4
PIZZA BOY SWINGLEBER W/ PINEAPPLE,6/16 OZ CAN,CRAFT,0.00,15.7500,54.4900,4
TWO HATS LIME,6/16 OZ CAN,CRAFT,5.00,5.9500,20.4900,4
OLD FORGE PILSNER,6/16 OZ CAN,CRAFT,0.00,5.9700,20.9700,4
JACKS ABBY RED TAPE LAGER,6/16 OZ CAN,CRAFT,0.00,11.0536,38.4900,4
BEST DAMN ROOT BEER,6/16 OZ CAN,CRAFT,0.00,8.8500,29.9900,4
PIZZA BOY FLYING LAZER BEAMS,6/16 OZ CAN,CRAFT,31.00,20.7500,71.9900,4
NARRAGANSETT MAMIE PALE,6/16 OZ CAN,CRAFT,0.00,9.8500,33.9900,4
TWO HATS PINEAPPLE,6/16 OZ CAN,CRAFT,8.00,5.9500,20.4900,4
NARRAGANSETT BANCROFT UP OR DOWN ALE,6/16 OZ CAN,CRAFT,0.00,9.9500,34.4900,4
JACKS ABBY SAXONY LAGER,6/16 OZ CAN,CRAFT,0.00,11.7500,40.9900,4
PIZZA BOY OLDEN TIMES,6/16 OZ CAN,CRAFT,15.00,14.9500,41.9900,4
STONE WUSSIE PILS,6/16 OZ CAN,CRAFT,0.00,12.5500,42.9900,4
BRECKENRIDGE 25TH ANNIV,6/750 ML BTL,CRAFT,0.00,101.9900,191.9900,2
LACU BELGIAN,6/750 ML BTL,CRAFT,0.00,15.9900,29.9900,2
DOGFISH BITCHES BREW,750 ML BTL,CRAFT,0.00,13.0500,133.9900,12
DOGFISH SQUALL,750 ML BTL,CRAFT,0.00,9.8500,101.9900,12
BRUERY BOURBON POTERIE,750 ML BTL,CRAFT,1.00,27.6500,282.9900,12
OMMEGANG GNOMEGEDDON,750 ML BTL,CRAFT,0.00,15.4500,157.9900,12
SMUTTYNOSE S'MISTLETOW,750 ML BTL,CRAFT,4.00,12.1500,62.4900,6
BRUERY WHITE OAK,750 ML BTL,CRAFT,7.00,14.3500,147.9900,12
SIERRA NEVADA TRIP IN THE WOODS BIERE DE GARDE,750 ML BTL,CRAFT,0.00,20.5500,210.9900,12
ANCHORAGE WHITEOUT WIT,750 ML BTL,CRAFT,0.00,15.5500,160.9900,12
HARDYWOOD RYE WHISKEY PUMPKIN,750 ML BTL,CRAFT,0.00,14.3500,146.9900,12
ANCHORAGE/MIKKELLER AK ALIVE!,750 ML BTL,CRAFT,6.00,15.5500,160.4938,12
JOLLY PUMPKIN LA ROJA DU KRIEK,750 ML BTL,CRAFT,6.00,15.9524,165.4900,12
ALESMITH WEE HEAVY,750 ML BTL,CRAFT,9.00,12.6500,129.9900,12
UNE ANNEE AIRING OF GRIEVANCES,750 ML BTL,CRAFT,4.00,10.7500,110.4900,12
ALESMITH PRIVATE STOCK,750 ML BTL,CRAFT,9.00,14.3500,147.9900,12
HUBBARD'S CAVE IMPERIAL CHOC RASPBERRY STOUT,750 ML BTL,CRAFT,0.00,10.6500,108.9900,12
PERENNIAL SAISON DE LIS,750 ML BTL,CRAFT,8.00,7.6500,78.9900,12
PROPOLIS BREWING BELTANE,750 ML BTL,CRAFT,11.00,13.8500,142.9900,12
OLD FORGE DRY HOPPED SAISON,750 ML BTL,CRAFT,9.00,10.6500,109.9900,12
HARDYWOOD RUM BARREL PUMPKIN,750 ML BTL,CRAFT,6.00,14.4500,149.9900,12
HUBBARDS CAVE HOPSURD,750 ML BTL,CRAFT,0.00,10.9524,113.9900,12
LICKING HOLE CREEK EAT IT TOO,750 ML BTL,CRAFT,12.00,12.0500,124.9900,12
HUBBARDS CAVE FRESH IIPA V5,750 ML BTL,CRAFT,0.00,10.6500,108.9900,12
THE ALE APOTHECARY SAHALIE,750 ML BTL,CRAFT,11.00,41.5500,429.9900,12
OMMEGANG GAME OF THRONES SEVEN KINGDOMS,750 ML BTL,CRAFT,0.00,4.9700,59.6400,12
BREW WORKS VENOMOUS,750 ML BTL,CRAFT,0.00,8.6500,87.9900,12
CASCADE BLUEBERRY,750 ML BTL,CRAFT,10.00,22.1500,228.9900,12
BRUERY OUDE TART,750 ML BTL,CRAFT,10.00,19.8500,209.9900,12
BRUERY MASH & VANILLA,750 ML BTL,CRAFT,0.00,19.8500,207.9900,12
DOGFISH 75 MINUTE,750 ML BTL,CRAFT,0.00,9.2500,94.9900,12
DOGFISH NOBLE ROT,750 ML BTL,CRAFT,0.00,12.8500,133.9900,12
OMMEGANG GAME OF THRONES THREE EYED RAVE,750 ML BTL,CRAFT,0.00,9.4500,96.9900,12
AGAINST THE GRAIN NARCOS TEA,750 ML BTL,CRAFT,0.00,23.9500,245.9900,12
PERENNIAL PRODIGAL STOUT,750 ML BTL,CRAFT,9.00,17.9500,186.9900,12
LICKING HOLE CREEK ETERNAL PRESIDENT,750 ML BTL,CRAFT,7.00,15.5500,159.9900,12
LICKING HOLE CREEK HEIR APPARENT,750 ML BTL,CRAFT,10.00,12.0500,123.9900,12
PERENNIAL ABRAXAS,750 ML BTL,CRAFT,0.00,23.6500,244.9900,12
TWO RIVERS BREWING SADIE GREENS PEACH JUICE 750 ML BTL,750 ML BTL,CRAFT,3.00,14.2500,148.2900,12
HARDYWOOD PEACH TRIPEL,750 ML BTL,CRAFT,0.00,10.7500,110.9900,12
NICKEL BROOK KENTUCKY ALE,750 ML BTL,CRAFT,0.00,20.9500,214.9900,12
BRUERY MELANGE #3,750 ML BTL,CRAFT,4.00,28.1500,291.9900,12
FANTOME SAISON,750 ML BTL,CRAFT,5.00,15.4500,159.9900,12
UNE ANNEE THE DEVIL'S REIGN,750 ML BTL,CRAFT,2.00,4.9700,59.6400,12
OMMEGANG 20TH ANNIVERSARY,750 ML BTL,CRAFT,0.00,20.2500,104.9900,6
OMMEGANG GAME OF THRONES IRON THRONE,750 ML BTL,CRAFT,0.00,9.4500,96.9900,12
BRUERY FOURTH MEAL,750 ML BTL,CRAFT,0.00,10.9500,153.0000,12
CASCADE SANG ROYAL,750 ML BTL,CRAFT,19.00,25.7500,263.9900,12
INNIS & GUNN OLOROSO,750 ML BTL,CRAFT,0.00,9.3500,94.9900,12
OMMEGANG GIFT PACK,750 ML BTL,CRAFT,0.00,14.9500,149.9900,12
UNE ANNEE ESQUISSE,750 ML BTL,CRAFT,0.00,12.1500,125.9900,12
UNE ANNEE KRIEK,750 ML BTL,CRAFT,0.00,12.1500,125.9900,12
BRUERY SAULE ANNIV,750 ML BTL,CRAFT,3.00,28.2500,291.9900,12
PERENNIAL HOPFENTEA,750 ML BTL,CRAFT,0.00,12.8500,132.9900,12
UNE ANNEE LE SEUL V KIWI,750 ML BTL,CRAFT,3.00,12.1500,125.9900,12
UNE ANNEE LE SEUL XX STRAWBERRY,750 ML BTL,CRAFT,5.00,12.1500,125.9900,12
EVOLUTION CHARDONNAY MIGRATION,750 ML BTL,CRAFT,11.00,14.2500,147.9900,12
HARDYWOOD CUVEE GOLD,750 ML BTL,CRAFT,5.00,14.4500,149.9900,12
BROOKLYN KIWI PLAYHOUSE,750 ML BTL,CRAFT,9.00,22.4500,231.9900,12
OMMEGANG GAME OF THRONES BEND THE KNEE,750 ML BTL,CRAFT,0.00,9.4500,96.9900,12
MANAYUNK FLANDIDDLY RED,750 ML BTL,CRAFT,9.00,10.7500,110.9900,12
BRUERY FRUCHT PASSIONFRUIT,750 ML BTL,CRAFT,0.00,12.9500,132.9900,12
UNE ANNEE LE SEUL XIX ARONIA,750 ML BTL,CRAFT,0.00,12.1500,125.9900,12
UNE ANNEE TRIPEL,750 ML BTL,CRAFT,0.00,10.7500,110.4900,12
UNE ANNEE FRAMBOISE,750 ML BTL,CRAFT,1.00,12.1500,125.9900,12
HUBBARDS CAVE CHOC/CINNAMON CREAM STOUT,750 ML BTL,CRAFT,10.00,16.2500,168.9900,12
INTANGIBLE ALES REVEREND GREEN,750 ML BTL,CRAFT,12.00,18.3500,189.9900,12
SIERRA NEVADA TRIP IN THE WOODS COCONUT NARWHAL,750 ML BTL,CRAFT,0.00,20.6500,211.9900,12
LICKING HOLE CREEK COCONUT QUAD,750 ML BTL,CRAFT,9.00,12.0500,123.9900,12
